,dataTagId,actual tags,description,system,systemName,systemInstance,equipment,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureUnit,measureInstance,tagType,group,limHi,limLo,limHiHi,limLoLo,limRangeHi,limRangeLo,datapoints,unique
11,XXJFPLSR6X,LPG_3LAV10CY102_XQ07.OUT,BFP-A DE BRG VIB(Y),Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Bearing,Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,213017,1416
199,VZMMYELHP4,LPG_3LAV10CY105_XQ07.OUT,CEP-A BRG VIB(X),Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,Bearing,Pump Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,142725,217
200,B8JYNSVDCH,LPG_3LAV10CY106_XQ07.OUT,CEP-A BRG VIB(Y),Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,Bearing,Pump Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,156455,165
12,VPVDAKCUCB,LPG_3LAV10CY201_XQ07.OUT,VIB MONITR BFP-A DE,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Bearing,Bearing - De,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,184155,1
1,ATQH0HHTS1,LPG_3LAV11CT002_XQ02.OUT,BP-A DE BRG OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Booster Pump,BP-A,1,Bearing,Bearing - De,1,Drain,Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144339,529
3,BHMEYPZHT0,LPG_3LAV11CT003_XQ02.OUT,BP-A NDE BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,BP-A,1,Bearing,Bearing - Nde,2,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141559,657
4,G8TA0O9UVH,LPG_3LAV11CT006_XQ02.OUT,BP-A TH BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Booster Pump,BP-A,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141684,423
23,MPCUIIMIJO,LPG_3LAV12CT001_XQ02.OUT,MTR BRG (BP-A) OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,Drain,Motor Bearing Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142192,435
19,7RSNPK3KRG,LPG_3LAV12CY105_XQ07.OUT,BP-A MTR BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,143137,3373
20,8PAYKOEBJI,LPG_3LAV12CY106_XQ07.OUT,BP-A MTR BRG VIB(Y),Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,144636,2320
6,QVYQAJGSPM,LPG_3LAV12CY107_XQ07.OUT,HC-A MTR BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Hydraulic Coupling,Hydraulic Coupling,1,Bearing,Motor Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,207426,226
22,OPMABUGVVM,LPG_3LAV12CY203_XQ07.OUT,VIB MONITR BP-A MTR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,131647,1
8,ZYGD7YT0OW,LPG_3LAV12CY204_XQ07.OUT,VIB MONITR HC BFP-A,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Hydraulic Coupling,Hydraulic Coupling,1,-,-,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146404,1
26,XTRVV5BNUW,LPG_3LAV13CP001_XQ01.OUT,BFP-A LO PR CMN HDR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Oil Supply System,Oil Supply System,1,Lubrication Oil Pump,Lo Header,1,Outlet,-,1,Lubricating Oil,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,162118,379
29,L5LN1SSXNX,LPG_3LAV13CP003_XQ01.OUT,BFP-A DP ACRS LO STR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Oil Supply System,Oil Supply System,1,Strainer,Strainer,1,-,-,1,Lubricating Oil,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
7,CKACQZ0FFN,LPG_3LAV13CT001_XQ02.OUT,BFP-A HC JB1 TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Hydraulic Coupling,Hydraulic Coupling,1,Bearing,-,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,123375,499
27,EUEF5KXONV,LPG_3LAV13CT013_XQ02.OUT,BFP-A LO TMP IL CLR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Oil Supply System,Oil Supply System,1,Lubrication Oil Cooler,Lo Cooler,1,Inlet,Inlet,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141711,577
28,U6OPJBIZTT,LPG_3LAV13CT016_XQ02.OUT,BFP-A LO TMP OL CLR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Oil Supply System,Oil Supply System,1,Lubrication Oil Cooler,Lo Cooler,1,Outlet,Outlet,1,Lubricating Oil,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,122615,397
40,5FHUDP8GUJ,LPG_3LAV20CT002_XQ02.OUT,BFP-B DE BRG OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Bearing,Bearing - De,1,Drain,Bearing De Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,189363,1002
43,J1ZJXGJKO8,LPG_3LAV20CT003_XQ02.OUT,BFP-B NDE JB MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Bearing,Bearing - Nde,2,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124724,650
45,62SROBNFKZ,LPG_3LAV20CT006_XQ02.OUT,BFP-B TH BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Thrust Bearing,Bfp Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,158616,1233
39,SGXA4QH77X,LPG_3LAV20CY101_XQ07.OUT,BFP-B DE BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Bearing,Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,144263,3343
41,X9V1MOKVTI,LPG_3LAV20CY102_XQ07.OUT,BFP-B DE BRG VIB(Y),Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Bearing,Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145725,2941
207,JSCXSH8BUC,LPG_3LAV20CY105_XQ07.OUT,CEP-B BRG VIB(X),Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Motor,1,Bearing,Motor Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,139011,273
208,SB2BKV4IYK,LPG_3LAV20CY106_XQ07.OUT,CEP-B BRG VIB(Y),Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Motor,1,Bearing,Motor Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,163022,197
42,WDCT53QQKQ,LPG_3LAV20CY201_XQ07.OUT,VIB MONITR BFP-B DE,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,Bearing,Bearing - De,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147073,1
30,KFFKCN6RES,LPG_3LAV21CT002_XQ02.OUT,BP-B DE BRG OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Booster Pump,BP-B,1,Bearing,Bearing - De,1,Drain,Bearing De Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,181195,685
32,SRINLGTTAH,LPG_3LAV21CT004_XQ02.OUT,BP-B DE BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,BP-B,1,Bearing,Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142560,583
33,OD0APNZKJQ,LPG_3LAV21CT006_XQ02.OUT,BP-B TH BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Booster Pump,BP-B,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140007,505
52,0VBEIJDLIU,LPG_3LAV22CT001_XQ02.OUT,MTR BRG (BP-B) OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,Drain,Drain Motor Bearing,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141500,621
49,2QKICF7L8P,LPG_3LAV22CY105_XQ07.OUT,BP-B MTR BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147899,82
50,KXPDF5YSWX,LPG_3LAV22CY106_XQ07.OUT,BP-B MTR BRG VIB(Y),Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,209235,95
36,Q8ES9HYO22,LPG_3LAV22CY108_XQ07.OUT,HC-B MTR BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Hydraulic Coupling,Hydraulic Coupling,1,Bearing,Motor Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,2,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146333,213
51,8H4IYVO5KN,LPG_3LAV22CY203_XQ07.OUT,VIB MONITR BP-B MTR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,128100,1
38,9DQJPBKZTP,LPG_3LAV22CY204_XQ07.OUT,VIB MONITR HC BFP-B,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Hydraulic Coupling,Hydraulic Coupling,1,-,-,1,-,-,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146198,2
57,LYBPFM3XZL,LPG_3LAV23CP001_XQ01.OUT,BFP-B LO PR CMN HDR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Oil Supply System,Oil Supply System,1,Lubrication Oil Pump,Lo Header,1,Outlet,-,1,Lubricating Oil,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,164831,885
55,JY8T4VIDZQ,LPG_3LAV23CP003_XQ01.OUT,BFP-B DP ACRS LO STR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Oil Supply System,Oil Supply System,1,Lo Header,Lo Header,1,-,-,1,Lubricating Oil,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127148,782
37,P20HMXIZJR,LPG_3LAV23CT001_XQ02.OUT,BFP-B HC JB1 TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Hydraulic Coupling,Hydraulic Coupling,1,Bearing,-,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124556,541
56,K0ZTFNFJHE,LPG_3LAV23CT014_XQ02.OUT,BFP-B LO TMP IL CLR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Oil Supply System,Oil Supply System,1,Lubrication Oil Cooler,Lo Cooler,1,Inlet,Inlet,1,Lubricating Oil,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,119507,576
58,8TXQ3WU5RN,LPG_3LAV23CT015_XQ02.OUT,BFP-B LO TMP OL CLR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Oil Supply System,Oil Supply System,1,Lubrication Oil Cooler,Lo Cooler,1,Outlet,Outlet,1,Lubricating Oil,Temperature,Degc,3,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,123371,495
395,OC1HZK9LR5,LPG_3LBA00CF002XH01.OUT,"
LIVE STEAM FLOW >10%",Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,-,-,1,-,-,1,-,-,1,Steam,Flow,Tph,1,Alarm,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147147,1
174,THWYFT9JKM,LPG_3LBA00CT111XQ10.OUT,"

JB LBA00GC111 TEMP",Boiler,Pcfb,1,Final Superheater,Final Sh,1,Header,Header,1,-,-,1,Outlet,Outlet,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140818,13
176,IPC2A6H9AR,LPG_3LBA10CP101_XQ01.OUT,STM PR SH OL,Boiler,Pcfb,1,Final Superheater,Final Sh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Main Steam,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142715,4257
396,Z220RBULXW,LPG_3LBA10CP104_XQ01.OUT,HRH PR BEF MS BYP,Turbine System,Turbine System,1,Hpbp System,Hpbp System,1,-,-,1,-,-,1,Inlet,Inlet,1,Hrh,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142858,4223
397,8QHEAHGMNP,LPG_3LBA10CT001_XQ03.OUT,STM TMP AFT MS BYP,Turbine System,Turbine System,1,Hpbp System,Hpbp System,1,-,-,1,-,-,1,Outlet,Outlet,1,Main Steam,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,129178,2465
175,8NGEGWZLU8,LPG_3LBA10CT102_XQ03.OUT,STM TMP SH OL,Boiler,Pcfb,1,Final Superheater,Final Sh,1,Main Steam Line,Main Steam Line,1,-,-,1,Outlet,Outlet,1,Main Steam,Temperature,Degc,3,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,179480,615
385,OCZEPQPJGD,LPG_3LBA11CT001_XQ03.OUT,MS(L) TMP BFR STRNR,Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,-,-,1,Strainer,Strainer,1,Inlet,Inlet-L,1,Main Steam,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,123152,531
406,G6TKDHBJB5,LPG_3LBB10CP001_XQ01.OUT,HRH(L) PR IPT IL BFR AV,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,-,-,1,-,-,1,Inlet,Inlet-L,1,Hrh,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139294,3228
161,VPSYT3LFZC,LPG_3LBB10CP101_XQ01.OUT,HRH STM PR RH OL,Boiler,Pcfb,1,Reheater,Reheater,1,-,-,1,-,-,1,Outlet,Outlet,1,Hrh,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,137124,1061
160,PJIV6XX78L,LPG_3LBB10CT103_XQ03.OUT,HRH STM TMP RH OL,Boiler,Pcfb,1,Reheater,Reheater,1,-,-,1,-,-,1,Outlet,Outlet,1,Hrh,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124446,768
408,PP1N7IIGAF,LPG_3LBB11CT101_XQ03.OUT,HRH (L) TMP BFR STRNR,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,-,-,1,-,-,1,Inlet,Inlet-R,2,Hrh,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,184439,735
415,OJHVURIGTL,LPG_3LBB21CP001_XQ01.OUT,TMP BFR AV LP BYP STN,Turbine System,Turbine System,1,Lpbp System,Lpbp System,1,-,-,1,-,-,1,Inlet,Inlet,1,Hrh,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,216454,2
162,VGHCIUTOX8,LPG_3LBC20CP101_XQ01.OUT,CRH STM PR BEF DESH,Boiler,Pcfb,1,Rh Desuperheater,Rh Desuperheater,1,Dsh,RH DSH,1,-,-,1,Inlet,Inlet,1,Crh,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139240,3417
163,RR4WTUD7Z3,LPG_3LBC20CT101_XQ03.OUT,CRH STM TMP BEF DESH,Boiler,Pcfb,1,Rh Desuperheater,Rh Desuperheater,1,Dsh,RH DSH,1,-,-,1,Inlet,Inlet,1,Crh,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124138,469
287,I6BY1JLIDX,LPG_3LBG10CF101_XQ01.OUT,MS LINE FLW -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Ms Line Desuperheater,MS Line Desuperheater,1,-,-,1,Inlet,Inlet,1,Main Steam,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,152577,1
288,DI1YZVK8HU,LPG_3LBG10CP101_XQ01.OUT,MS LINE PR -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Ms Line Desuperheater,MS Line Desuperheater,1,-,-,1,Inlet,Inlet,1,Main Steam,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147746,4192
289,INTKGNE3RG,LPG_3LBG10CT101_XQ03.OUT,MS LINE TMP -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Ms Line Desuperheater,MS Line Desuperheater,1,-,-,1,Inlet,Inlet,1,Main Steam,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138562,850
284,9H56Y1QRLD,LPG_3LBG20CF101_XQ01.OUT,CRH LINE FLW -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Crh Line Desuperheater,"CRH Line 
Desuperheater",1,-,-,1,Inlet,Inlet,1,Crh,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,221191,2
286,CNXMFOL57K,LPG_3LBG20CP101_XQ01.OUT,CRH LINE PR -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Crh Line Desuperheater,"CRH Line 
Desuperheater",1,-,-,1,Inlet,Inlet,1,Crh,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,201430,3530
285,XZMEP5QQ7S,LPG_3LBG20CT101_XQ03.OUT,CRH LINE TMP -DSH,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,Crh Line Desuperheater,"CRH Line 
Desuperheater",1,-,-,1,Inlet,Inlet,1,Crh,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146031,547
380,WHCOU5ELM8,LPG_3LBQ20CP001XQ10.OUT,"
EXTR-A5 PRESSURE",Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,Extraction,Extraction-A5,1,-,-,1,-,-,1,Extraction,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,215654,5211
407,PUNLUIGLVT,LPG_3LBQ20CT001_XQ02.OUT,IPT OL STM TMP,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,-,-,1,-,-,1,Outlet,Exhaust,1,Steam,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,207306,1
382,GVZOU8G8G5,LPG_3LBQ20CT001AXQ01.OUT,"
EXTR A5 TEMP",Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,Extraction,Extraction-A5,1,-,-,1,-,-,1,Extraction,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146451,2887
293,UCIVCAM1HH,LPG_3LBQ20CT101_XQ03.OUT,HPH5 IL STM TMP,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph5,1,-,-,1,-,-,1,-,-,1,Extraction,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,120528,539
299,OQ3N3BY7MN,LPG_3LBQ60CP101_XQ01.OUT,HPH6 IL STM PR,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,-,-,1,Extraction,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141304,3445
300,RTEW1JXMYP,LPG_3LBQ60CT101_XQ03.OUT,HPH6 IL STM TMP,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,-,-,1,Extraction,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,121293,470
398,0HJEUGBVOS,LPG_3LBS40CP001_XQ01.OUT,IPT EXT STM PR-HPH5,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,Extraction Header,Extraction Header,1,-,-,1,-,-,1,Extraction,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151294,2
399,ZMRUCGAXSV,LPG_3LBS40CT001_XQ02.OUT,IPT EXT STM TMP-HPH5,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,Extraction Header,Extraction Header,1,-,-,1,-,-,1,Extraction,Temperature,Degc,1,-,Extraction,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145949,1
290,PU1ROOK9VG,LPG_3LBS42CT101_XQ03.OUT,DEA PEG OL TMP,Feed Water Cycle,Feed Water Cycle,1,Aprds,Aprds,1,-,-,1,-,,1,Outlet,Outlet,1,Deaerator Pegging Steam,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127410,1
228,EHNNRIYW1Z,LPG_3LBS50CP101_XQ01.OUT,CRH DEA STM PR,Condensate Cycle,Condensate Cycle,1,Deaerator,Deaerator,1,-,-,1,-,-,1,Inlet,Inlet,1,Crh,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143520,3446
205,OXIPC1MERF,LPG_3LCA10CP021_XQ01.OUT,CEP-A PR ACRS SUC STRNR,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,Strainer,Strainer,1,Inlet,Suction,1,Condensate,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,183989,2
226,2QFRREEFUM,LPG_3LCA10CT012_XQ02.OUT,COND OL TMP,Condensate Cycle,Condensate Cycle,1,Condenser,Condenser,1,-,-,1,-,-,1,Outlet,Outlet,1,Condensate,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,136462,197
202,PBQ5CMCKDY,LPG_3LCA11CT101_XQ02.OUT,CEP-A SUC TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,-,-,1,Inlet,Suction,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143877,188
213,R3DOXMAIO6,LPG_3LCA12CT101_XQ02.OUT,CEP-B SUC TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Pump,1,-,-,1,Inlet,Suction,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141695,264
216,3DXO1AKEU3,LPG_3LCA20CP021_XQ01.OUT,CEP-B PR ACR SUC STR,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,-,-,1,Strainer,Strainer,1,Inlet,Suction,1,Condensate,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,154242,1687
218,1OZSOK69B3,LPG_3LCA20CP101_XQ01.OUT,MAIN EJCTR IL PR,Condensate Cycle,Condensate Cycle,1,Condenser,Condenser,1,Air Ejector,Air Ejector,1,-,-,1,Inlet,Inlet,1,Condensate,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147410,1994
217,ZAL7ZSEDXG,LPG_3LCA20CP101XQ10.OUT,"
COND PMP HDR PR",Condensate Cycle,Condensate Cycle,1,Cep Header,Cep Header,1,-,-,1,-,-,1,Outlet,Discharge,1,Condensate,Pressure,Kg/Cm2,1,-,Condensate Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145298,2
233,5AHLB9MGNG,LPG_3LCA20CT011_XQ02.OUT,GSC IL TMP,Condensate Cycle,Condensate Cycle,1,Gland Steam Cooler,Gland Steam Cooler,1,-,-,1,-,-,1,Inlet,Inlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141693,217
